,Unnamed: 0.1,Unnamed: 0,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted,toxidade,Texto-Limpo
2649,2649,2649,2018-10-07 01:08:47+00:00,1048741897953579010,"""kau vem pra cá bixa ta mó bom, vem pra cá menina, seu boy ta aqui do lado""",Kaugep,pt,bixa,Eu quero meu antigo tt de volta,Eu quero meu antigo tt de volta,211,3722,,,1,"""kau vem pra cá bixa ta mó bom, vem pra cá menina, seu boy ta aqui do lado"""
2650,2650,2650,2018-10-07 01:08:41+00:00,1048741869583314944,"@ferrazdeju_ AVALIAÇÃO DO SPRING:

Inteligência: 10/10
Moral: tem pra KRL amiga
Saúde mental: loucura
Saúde física: 100/10
Habilidade social: 12/10 por toda fofura q vc é e paciência
Aparência: 47748387437829298383/10 bixa bonita da POOOORRAAAAA
Autoestima: a melhor do baile
+",Ixraelito,pt,bixa,tô oh 👌,tô oh 👌,442,130936,,,0,AVALIAÇÃO DO SPRING: Inteligência: 10/10 Moral: tem pra KRL amiga Saúde mental: loucura Saúde física: 100/10 Habilidade social: 12/10 por toda fofura q vc é e paciência Aparência: 47748387437829298383/10 bixa bonita da POOOORRAAAAA Autoestima: a melhor do baile +
2651,2651,2651,2018-10-07 01:05:47+00:00,1048741139921211392,@IsaqueDpC Eae bixa eu tava dormindo kasdksadk,Guigayuppie,pt,bixa,Axé!,Axé!,520,38880,,,0,Eae bixa eu tava dormindo kasdksadk
2652,2652,2652,2018-10-07 01:02:08+00:00,1048740221041487872,@porratatamy Acredite bixa,ToComSono452,pt,bixa,É eu por mim pra tudo!,É eu por mim pra tudo!,83,181,,,1,Acredite bixa
2653,2653,2653,2018-10-07 01:02:07+00:00,1048740220282310657,@sururuzinho @blackpink KKKKKKKKK bixa a senhora é mt sonsa,beapls_,pt,bixa,"beatriz solta o verbo sobre kpop, bissexualidade e drogas.","beatriz solta o verbo sobre kpop, bissexualidade e drogas.",534,90100,,,1,KKKKKKKKK bixa a senhora é mt sonsa
2654,2654,2654,2018-10-07 01:00:29+00:00,1048739807495684099,Eu tenho q concordar q eu sou uma bixa loka,aigabidoceu,pt,bixa,tudo são flores no meu mar de rosas,tudo são flores no meu mar de rosas,152,5524,,,0,Eu tenho q concordar q eu sou uma bixa loka
2655,2655,2655,2018-10-07 00:59:32+00:00,1048739567178846209,mamãe se faz de barraqueira mas a bixa vê confusão e sai de fino,cxrlicebridg,pt,bixa,"“— Durma, Kiara, — ele murmurou eventualmente. — Eu vou ter certeza que vocês dois estejam seguros.  Eu sabia que ele o faria.”","“— Durma, Kiara, — ele murmurou eventualmente. — Eu vou ter certeza que vocês dois estejam seguros.  Eu sabia que ele o faria.”",193,79288,,,1,mamãe se faz de barraqueira mas a bixa vê confusão e sai de fino
2656,2656,2656,2018-10-07 00:55:58+00:00,1048738669564256256,@ddarkbutterfly @ClockBomb A esquerdinha de iphone vai encontrar as bixa pão com ovo da nossa sala,Greydoll5960,pt,bixa,"❤ Ana Clara 👰🏽💍

fan account.","❤ Ana Clara 👰🏽💍

fan account.",1079,2145,,,1,A esquerdinha de iphone vai encontrar as bixa pão com ovo da nossa sala
2657,2657,2657,2018-10-07 00:55:08+00:00,1048738462625685505,olha oque bixa fazem @LetsDrawThis ele acha que nao podem existir criticas #gueparditadordaURSAL ele se acha foda mais é um merda que da a bunda fela da puta,YGuCZdHLvfRmt7U,pt,bixa,,,7,23,,,1,olha oque bixa fazem ele acha que nao podem existir criticas #gueparditadordaURSAL ele se acha foda mais é um merda que da a bunda fela da puta
2658,2658,2658,2018-10-07 00:52:05+00:00,1048737695567138816,Minha bixa louca https://t.co/6becQpLxJX,Jakelinda22,pt,bixa,"Apaixione se pelo processo e torna-se sua melhor versão 🦋

insta: instagram.com/jakelinda22?ut…","Apaixione se pelo processo e torna-se sua melhor versão 🦋

insta: https://t.co/IOIFdmF2c8",191,9650,,https://twitter.com/xand4246/status/1048626470061527040,1,Minha bixa louca
2659,2659,2659,2018-10-07 00:51:59+00:00,1048737667754676224,"mano, a bixa é mto engraçada bêbada pqp",Baltz_,pt,bixa,"2.0
Um artista que não faz arte","2.0
Um artista que não faz arte",672,21511,,,1,"mano, a bixa é mto engraçada bêbada pqp"
2660,2660,2660,2018-10-07 00:51:03+00:00,1048737435570585601,MEU DEUS ESSA AGUSTINO É UMA BIXA PODRE TA DANDO CADA VEZ MAIS ESPAÇO PRA GALERA CRITICAR OS LBGTS,oneofthelucas,pt,bixa,amo fingir que sou feliz vai que um dia eu acredito,amo fingir que sou feliz vai que um dia eu acredito,479,76186,,,1,MEU DEUS ESSA AGUSTINO É UMA BIXA PODRE TA DANDO CADA VEZ MAIS ESPAÇO PRA GALERA CRITICAR OS LBGTS
2661,2661,2661,2018-10-07 00:50:31+00:00,1048737299738087425,@sururuzinho @blackpink tudo bem bixa eu aceito kkk,beapls_,pt,bixa,"beatriz solta o verbo sobre kpop, bissexualidade e drogas.","beatriz solta o verbo sobre kpop, bissexualidade e drogas.",534,90100,,,0,tudo bem bixa eu aceito kkk
2662,2662,2662,2018-10-07 00:46:37+00:00,1048736316488372232,Olha o corpão da Ana a bixa fica curvada e a barriga faz covinha nunca presenciei isso não https://t.co/cEPnowJY33,isalipertin,pt,bixa,"seja criativa e gay 
(ela/dela)","seja criativa e gay 
(ela/dela)",2869,72293,,,0,Olha o corpão da Ana a bixa fica curvada e a barriga faz covinha nunca presenciei isso não
2663,2663,2663,2018-10-07 00:43:45+00:00,1048735595789537280,@__claraassis @Angeeeel00 @Moranguinho9738 @Rjunioroliveira @HigorFCJ @anna_juvenal andou entrando no meu perfil ne bixa,duda__bfr,pt,bixa,@botafogo💍,@botafogo💍,986,4044,,,0,andou entrando no meu perfil ne bixa
2664,2664,2664,2018-10-07 00:42:35+00:00,1048735302624468993,"Em meio a toda a calma eu to surtando com bixa preta e pobre no site ao lado totalmente desequilibrada, tbm to no desespero https://t.co/MZtkCHbJZz",krsone_,pt,bixa,"cada vez mais rica, poderosíssima","cada vez mais rica, poderosíssima",273,40662,,,0,"Em meio a toda a calma eu to surtando com bixa preta e pobre no site ao lado totalmente desequilibrada, tbm to no desespero"
2665,2665,2665,2018-10-07 00:39:40+00:00,1048734569493680129,"Conheço mt gente do branco/nulo que vai votar só em segundo turno, nós vamos virar. O pobre, preto, a bixa, a mulher, a sapatao.
Nós vamos fazer valer nossa voz.",krsone_,pt,bixa,"cada vez mais rica, poderosíssima","cada vez mais rica, poderosíssima",273,40662,,,1,"Conheço mt gente do branco/nulo que vai votar só em segundo turno, nós vamos virar. O pobre, preto, a bixa, a mulher, a sapatao. Nós vamos fazer valer nossa voz."
2666,2666,2666,2018-10-07 00:28:11+00:00,1048731679639162883,"Mandei a Carol ligar no bomba e ela estava brava falando que eles não atendiam aí tá, fomos pedir um sushi e olhamos na Bina a bixa tava colocando o 9 pra fazer ligação pra fixo mano KKKKKKKKKKKKKKKKK",le_magalhaes6,pt,bixa,,,737,8756,,,0,"Mandei a Carol ligar no bomba e ela estava brava falando que eles não atendiam aí tá, fomos pedir um sushi e olhamos na Bina a bixa tava colocando o 9 pra fazer ligação pra fixo mano KKKKKKKKKKKKKKKKK"
2667,2667,2667,2018-10-07 00:27:38+00:00,1048731540342153217,@Malvadona_16 Fala oq de mim bixa to muito tranquila,milly_bjs20,pt,bixa,Ariana♈,Ariana♈,916,23910,,,0,Fala oq de mim bixa to muito tranquila
2668,2668,2668,2018-10-07 00:24:04+00:00,1048730644182970368,"renan mandando mensagem pra ir pra verdant, bixa tá doida",jezaumm,pt,bixa,@Coritiba 💚,@Coritiba 💚,1359,107025,,,1,"renan mandando mensagem pra ir pra verdant, bixa tá doida"
2669,2669,2669,2018-10-07 00:23:12+00:00,1048730426267914240,A bixa ficou todaaaaaa molhada kkkkkkkkkkk pqp,ingriiidcostaa,pt,bixa,,,4118,51691,,,1,A bixa ficou todaaaaaa molhada kkkkkkkkkkk pqp
2670,2670,2670,2018-10-07 00:17:43+00:00,1048729045448450048,@viniciusquinn aguardando o filme Nasce Uma Bixa com essa trilha sonora https://t.co/5PSOLln9uS,maspoxaedu,pt,bixa,míope e canhoto,míope e canhoto,530,36053,,,0,aguardando o filme Nasce Uma Bixa com essa trilha sonora
2671,2671,2671,2018-10-07 00:17:36+00:00,1048729016948199424,"To acabado e as bixa querem ir pro open, obviamente irei",wilhs_,pt,bixa,"tanto faz, vou querer fritas com queijo","tanto faz, vou querer fritas com queijo",44,83956,,,0,"To acabado e as bixa querem ir pro open, obviamente irei"
2672,2672,2672,2018-10-07 00:17:28+00:00,1048728981812465665,@luc4_rhyan Kkkkkkkkkkk e bixa,Theusma_x,pt,bixa,Nunca foi sorte sempre foi Deus! @Palmeiras,Nunca foi sorte sempre foi Deus! @Palmeiras,365,14404,,,1,Kkkkkkkkkkk e bixa
2673,2673,2673,2018-10-07 00:16:34+00:00,1048728757639426049,Tá eu e Gabriela aqui em casa falando na língua da bixa muda,Alffrea,pt,bixa,Taurino | 21y | Tecnólogo em Ascenção | Peace MTHRFKR!,Taurino | 21y | Tecnólogo em Ascenção | Peace MTHRFKR!,1297,6527,,,1,Tá eu e Gabriela aqui em casa falando na língua da bixa muda
2674,2674,2674,2018-10-07 00:12:06+00:00,1048727633176014848,Crlh maquiei a Vyna q bixa mais linda tnc,GabyEspindola8,pt,bixa,18y - 🌊laguna,18y - 🌊laguna,226,2583,,,1,Crlh maquiei a Vyna q bixa mais linda tnc
2675,2675,2675,2018-10-07 00:09:26+00:00,1048726959063289858,@jiminaIice eu to chroando analice elas n cantam NADA bixa muda dms,vkookanye,pt,bixa,b(ts)rockhampton,b(ts)rockhampton,2,7780,,,0,eu to chroando analice elas n cantam NADA bixa muda dms
2676,2676,2676,2018-10-07 00:08:35+00:00,1048726745053114368,@Cryslem1 Bixa otaria da poxa,laisgodoy000,pt,bixa,,,637,17573,,,1,Bixa otaria da poxa
2677,2677,2677,2018-10-07 00:08:15+00:00,1048726664044314626,@mauriciospfc_ @WilliansVenanc3 A bixa pega é? Hahaahaa,Rafaelknove,pt,bixa,"Business Man, Motociclista e Palmeirense.","Business Man, Motociclista e Palmeirense.",810,5290,,,1,A bixa pega é? Hahaahaa
2678,2678,2678,2018-10-07 00:06:17+00:00,1048726168118157313,Claudia Leitte tem um corpão da porra esfrega sem dó mesmo imagino Ivete vendo os stories e comentando com ela BIXA LINDA SEM NENHUMA MARCA DE FERIDA,marii_vieira,pt,bixa,talk comigo baby,talk comigo baby,1731,248411,,,1,Claudia Leitte tem um corpão da porra esfrega sem dó mesmo imagino Ivete vendo os stories e comentando com ela BIXA LINDA SEM NENHUMA MARCA DE FERIDA
2679,2679,2679,2018-10-07 00:04:16+00:00,1048725661685305344,FODASE cansei que o bolsonaro ganhe mesmo fodase espero que me matem na rua por ser bixa país podre,Saikunii,pt,bixa,"ele/dele
he/him","ele/dele
he/him",868,19012,,,0,FODASE cansei que o bolsonaro ganhe mesmo fodase espero que me matem na rua por ser bixa país podre
2680,2680,2680,2018-10-07 00:02:39+00:00,1048725253474713600,odeio essa minha mania de que quando eu to com raiva eu acabo escrevendo errado MANO EU ERREI A PALAVRA RACISTA QUEM É QUE ERRA A PALAVRA RACISTA PQP OH BIXA BURRA,kkilyzs,pt,bixa,,,141,1192,,,0,odeio essa minha mania de que quando eu to com raiva eu acabo escrevendo errado MANO EU ERREI A PALAVRA RACISTA QUEM É QUE ERRA A PALAVRA RACISTA PQP OH BIXA BURRA
2681,2681,2681,2018-10-06 23:56:13+00:00,1048723635379326976,@elidavitoriaM eita bixa LINDAAAAAAAA,kacildass,pt,bixa,,,224,35691,,,1,eita bixa LINDAAAAAAAA
2682,2682,2682,2018-10-06 23:55:41+00:00,1048723501417488384,@sururuzinho @blackpink bixa cansada é pouco kkkkkk elas tão destruídas tadinhas essas lives de ddu du² foram pessimas,beapls_,pt,bixa,"beatriz solta o verbo sobre kpop, bissexualidade e drogas.","beatriz solta o verbo sobre kpop, bissexualidade e drogas.",534,90100,,,1,bixa cansada é pouco kkkkkk elas tão destruídas tadinhas essas lives de ddu du² foram pessimas
2683,2683,2683,2018-10-06 23:54:42+00:00,1048723251235643394,um país sem bixa é um país sem vida,recoverykrla,pt,bixa,,,159,64539,,,1,um país sem bixa é um país sem vida
2684,2684,2684,2018-10-06 23:53:58+00:00,1048723069597089792,Luir dormiu aquela bixa,Victor90973380,pt,bixa,💥💥,💥💥,68,1636,,,1,Luir dormiu aquela bixa
2685,2685,2685,2018-10-06 23:53:11+00:00,1048722871583985664,"Bixa, pare de me iludir.. https://t.co/fYTABQvcs8",yestonayeon,pt,bixa,,,46,62848,,,1,"Bixa, pare de me iludir.."
2686,2686,2686,2018-10-06 23:51:06+00:00,1048722345060392960,"Por um pais melhor. vote bixa muda
10.124.... https://t.co/CGGtVxRgua",Dias_Guilheerme,pt,bixa,T.J.F 🔴⚫,T.J.F 🔴⚫,629,1711,,,1,Por um pais melhor. vote bixa muda 10.124....
2687,2687,2687,2018-10-06 23:49:18+00:00,1048721893124165632,"Bixa destruição....
PURA SEDUÇÃO MEU PAI https://t.co/qosffQ3ywB",ThaisEmillySan1,pt,bixa,"J-HOPE É MEU MARIDO PORRA, ENCOSTA SE TU QUISER FICAR CARECA,PELAGEM AQ É DE GRAÇA KARALHO
CHEGA PERTO SE TU QUISER MORRER DESGRAÇADA","J-HOPE É MEU MARIDO PORRA, ENCOSTA SE TU QUISER FICAR CARECA,PELAGEM AQ É DE GRAÇA KARALHO
CHEGA PERTO SE TU QUISER MORRER DESGRAÇADA",432,913,,https://twitter.com/GirlsGeneration/status/1048484547224985600,1,Bixa destruição.... PURA SEDUÇÃO MEU PAI
2688,2688,2688,2018-10-06 23:47:48+00:00,1048721515292872704,@taocozerr Tu n ia cola aq sua bixa,mendesbek,pt,bixa,◤✠◢  ◤✠◢,◤✠◢  ◤✠◢,573,77168,,,1,Tu n ia cola aq sua bixa
2689,2689,2689,2018-10-06 23:47:40+00:00,1048721481159659520,@jwmespfc O BIXO PORCO PEGA A BIXA BAMBI,Copeiro15,pt,bixa,"Torcedor do maior campeao e maior do Brasil, vulgo ᴄᴏʟᴏssᴀʟ. @Palmeiras","Torcedor do maior campeao e maior do Brasil, vulgo ᴄᴏʟᴏssᴀʟ. @Palmeiras",3184,132226,,,1,O BIXO PORCO PEGA A BIXA BAMBI
2690,2690,2690,2018-10-06 23:45:50+00:00,1048721020016836608,palmeiras só não atropelou essas bixa pq não quis,_vitorbrandino,pt,bixa,milionário de alma rica,milionário de alma rica,66,929,,,1,palmeiras só não atropelou essas bixa pq não quis
2691,2691,2691,2018-10-06 23:45:49+00:00,1048721015445045249,"@ThomasSanders This made me giggle so much!!! As we say in Brazil, bixa a senhora é destruidora viu",Draconomicat,pt,bixa,She/her | 25 | 🇧🇷 🇺🇸 | Life needs things to live | Profile pic by @raposabranca13,She/her | 25 | 🇧🇷 🇺🇸 | Life needs things to live | Profile pic by @raposabranca13,313,33794,,,1,"This made me giggle so much!!! As we say in Brazil, bixa a senhora é destruidora viu"
2692,2692,2692,2018-10-06 23:42:39+00:00,1048720221954101248,@Maymorena96 @Feelipeallex Essa bixa safada 😂😂,CamilaMorena0,pt,bixa,filho amor eterno 😍💗,filho amor eterno 😍💗,951,7498,,,1,Essa bixa safada 😂😂
2693,2693,2693,2018-10-06 23:36:27+00:00,1048718659231928320,"A bixa tá enorme, qq isso

UM ARCANJO NEGRO EU DIRIA💛",NNASH_0,pt,bixa,"Futura dançarina da Beysus e escritora pra não enlouquecer |
 24h de bobeiras, surtos e um pouco de consciência racial","Futura dançarina da Beysus e escritora pra não enlouquecer |
 24h de bobeiras, surtos e um pouco de consciência racial",815,43261,,,1,"A bixa tá enorme, qq isso UM ARCANJO NEGRO EU DIRIA💛"
2694,2694,2694,2018-10-06 23:31:40+00:00,1048717456095805440,tenha nocao bixa pelo amor de deus,mitskikkk,pt,bixa,ferme ta gueule toi déjà,ferme ta gueule toi déjà,727,206648,,,1,tenha nocao bixa pelo amor de deus
2695,2695,2695,2018-10-06 23:29:46+00:00,1048716978192613377,@BeatricePaty @wtfcarlinho A bixa come mais que o cão,Pati33lima,pt,bixa,"Flamenguista de corpo, alma e coração - meu signo é modão - insta: patriciavieira00 ❤️","Flamenguista de corpo, alma e coração - meu signo é modão - insta: patriciavieira00 ❤️",719,32132,,,1,A bixa come mais que o cão
2696,2696,2696,2018-10-06 23:26:21+00:00,1048716119815716864,"Acho q tinha gente ontem muito incomodada com a felicidade da @PoxaBeaaah  💁 Fez de tudo pra estragar, só q ela tem o sorriso tão lindo q é meio impossível essa bixa conseguir tirar a beleza dela... #BiaVcSmpGanha #RecalqueCaiSozinha",KauannyAlves8,pt,bixa,"Venha, o amor tem sempre a porta aberta...🔥🌻🏳️‍🌈❤️🌈 

            Sou da Imaculada💖


#Flamengo ⚽❤️
#Vôlei_e_Fut 🏐⚽","Venha, o amor tem sempre a porta aberta...🔥🌻🏳️‍🌈❤️🌈 

            Sou da Imaculada💖


#Flamengo ⚽❤️
#Vôlei_e_Fut 🏐⚽",464,5549,,,1,"Acho q tinha gente ontem muito incomodada com a felicidade da 💁 Fez de tudo pra estragar, só q ela tem o sorriso tão lindo q é meio impossível essa bixa conseguir tirar a beleza dela... #BiaVcSmpGanha #RecalqueCaiSozinha"
2697,2697,2697,2018-10-06 23:23:46+00:00,1048715467739881477,bixa sem noção demais kkkkkkkk tá é doido,lauraCardosoo_,pt,bixa,,,139,7052,,,1,bixa sem noção demais kkkkkkkk tá é doido
2698,2698,2698,2018-10-06 23:21:52+00:00,1048714990428020736,ontem acabei parando em uma casa onde só tinha 21- tinha uma bixa abusada pic guilherme aguilar que ficava me chamando de velha 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,juniorpuente,pt,bixa,VRAU: youtu.be/A0zBXg6vGRE,VRAU: https://t.co/tggvBfgZja,879,41324,,,1,ontem acabei parando em uma casa onde só tinha 21- tinha uma bixa abusada pic guilherme aguilar que ficava me chamando de velha 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
2699,2699,2699,2018-10-06 23:21:31+00:00,1048714902691598336,bixa folgada https://t.co/NOvW06lgoZ,rangel_allanis,pt,bixa,17y 🐍 instagram: Allanis_rangel,17y 🐍 instagram: Allanis_rangel,2682,57987,,https://twitter.com/rayaaraujon/status/1048694108334829569,1,bixa folgada
2700,2700,2700,2018-10-06 23:20:17+00:00,1048714590484406274,"O pior foi ver elas gritarem ""bixa"" nas reposições do Weverton... só posso entender que todas elas são enrustidas https://t.co/8RSIq2gPUp",RiqueSouza,pt,bixa,"Não se preocupe, Cristo satisfaz... ♫","Não se preocupe, Cristo satisfaz... ♫",788,9061,,https://twitter.com/b_calio/status/1048708139544170496,1,"O pior foi ver elas gritarem ""bixa"" nas reposições do Weverton... só posso entender que todas elas são enrustidas"
2701,2701,2701,2018-10-06 23:19:12+00:00,1048714317712056320,"@DiollenCarboni As coroa tá fazendo fio terra cntg né , bixa pcrlh",pl_santos12,pt,bixa,"Livra-me, meu Deus, dos meus inimigos, defende-me daqueles que se levantam contra mim. // .
@Flamengo","Livra-me, meu Deus, dos meus inimigos, defende-me daqueles que se levantam contra mim. // .
@Flamengo",199,25342,,,1,"As coroa tá fazendo fio terra cntg né , bixa pcrlh"
2702,2702,2702,2018-10-06 23:16:15+00:00,1048713578583347200,Vai tomar no cu bixa,_sepdan,pt,bixa,"louco pelo Palmeiras. 
OgunhÊ!","louco pelo Palmeiras. 
OgunhÊ!",346,12783,,,1,Vai tomar no cu bixa
2703,2703,2703,2018-10-06 23:15:09+00:00,1048713299632816133,@nuapi97 @mosbytedddd @murilomarques_0 @_natvcastro Tu come eim bixa,PotySthefany,pt,bixa,Mas é aquele ditado...,Mas é aquele ditado...,116,3469,,,1,Tu come eim bixa
2704,2704,2704,2018-10-06 23:14:18+00:00,1048713085916200960,"escolhi amar a pessoa certa

[6/10 20:12] bixa 💓: E um casal da mesa ao lado olhando feio
[6/10 20:12] bixa 💓: Deixe escrito ""12"" na mesa com sal",ol_brien,pt,bixa,.dançar comigo me dá caetano,.dançar comigo me dá caetano,549,14841,,,1,"escolhi amar a pessoa certa [6/10 20:12] bixa 💓: E um casal da mesa ao lado olhando feio [6/10 20:12] bixa 💓: Deixe escrito ""12"" na mesa com sal"
2705,2705,2705,2018-10-06 23:13:34+00:00,1048712901886988289,@lelin_q @beatchskg vc eh bixa lelo,dudinhamadlife,pt,bixa,device brasileiro,device brasileiro,820,176705,,,1,vc eh bixa lelo
2706,2706,2706,2018-10-06 23:12:04+00:00,1048712522298261504,Vai toma no cu a minha mãe sempre fode com tudo bixa desgraçada,ThaynarFerr,pt,bixa,...,...,233,3916,,,1,Vai toma no cu a minha mãe sempre fode com tudo bixa desgraçada
2707,2707,2707,2018-10-06 23:11:45+00:00,1048712445144064004,"@rd1oficial Bixa caquetica desgracada, rata do axé.",Fabianoo_,pt,bixa,"• João Pessoa-PB 🌅

• Cinéfilo 🎬
• C.R.Flamengo 🔴⚫
• ❌ anti bolsonarista","• João Pessoa-PB 🌅

• Cinéfilo 🎬
• C.R.Flamengo 🔴⚫
• ❌ anti bolsonarista",873,11096,,,1,"Bixa caquetica desgracada, rata do axé."
2708,2708,2708,2018-10-06 23:05:09+00:00,1048710783771860992,"@Fernandogaroti1 Nem fala, bixa. Tô louca!",raisasoouuzaa3,pt,bixa,,,419,14801,,,1,"Nem fala, bixa. Tô louca!"
2709,2709,2709,2018-10-06 23:04:26+00:00,1048710601562841090,"@agatasousa @indexadora @LaLeocadia @prislameira Bixa, eu conheci a Priscila há ANOS, pq uma amiga nossa em comum era da Valinor, assim como eu, nós duas estávamos indo pra um encontro do fórum e a Pri tava indo pro primeiro encontro com o noivo dela. Agora olhaí nóis de novo. XD",Nadynne,pt,bixa,Busquem conhecimento (ET Bilu),Busquem conhecimento (ET Bilu),694,270120,,,0,"Bixa, eu conheci a Priscila há ANOS, pq uma amiga nossa em comum era da Valinor, assim como eu, nós duas estávamos indo pra um encontro do fórum e a Pri tava indo pro primeiro encontro com o noivo dela. Agora olhaí nóis de novo. XD"
2710,2710,2710,2018-10-06 23:04:23+00:00,1048710592297664513,@jakegylleho Tá só jogando verde a bixa kkkkkkkkkkkkkkkk,dmequeno,pt,bixa,(fan account),(fan account),1050,32990,,,1,Tá só jogando verde a bixa kkkkkkkkkkkkkkkk
2711,2711,2711,2018-10-06 23:03:13+00:00,1048710298369241088,@Victorimorei @Marcela02863199 Olhando assim até parece que a bixa vai votar kkkkkkkkkk,__SilvaVix,pt,bixa,"21y• “ ɑylɑ, luz dɑ luɑ “","21y• “ ɑylɑ, luz dɑ luɑ “",588,23446,,,1,Olhando assim até parece que a bixa vai votar kkkkkkkkkk
2712,2712,2712,2018-10-06 22:59:59+00:00,1048709481025196036,"@frodoskrr se amar demais eh ser bixa, sou bixa!",rehbobina,pt,bixa,ye e giannis,ye e giannis,149,12398,,,1,"se amar demais eh ser bixa, sou bixa!"
2713,2713,2713,2018-10-06 22:59:50+00:00,1048709445830762501,"O tal tabu, era o último orgulho dos bixa.
Pronto apanhou, do time misto, em casa.

Agora retorne à realidade.",LHenriqueJunior,pt,bixa,"A vida me fez PALMEIRENSE, e eu fiz do PALMEIRAS a minha vida!🐷","A vida me fez PALMEIRENSE, e eu fiz do PALMEIRAS a minha vida!🐷",676,1142,,,1,"O tal tabu, era o último orgulho dos bixa. Pronto apanhou, do time misto, em casa. Agora retorne à realidade."
2714,2714,2714,2018-10-06 22:58:00+00:00,1048708983547150338,#SegueMeuPAL suas bixa do crl,Patrik_r07,pt,bixa,Scoppia che la vittoria é nostra! 🇮🇹🐷℗,Scoppia che la vittoria é nostra! 🇮🇹🐷℗,251,62118,,,1,#SegueMeuPAL suas bixa do crl
2715,2715,2715,2018-10-06 22:57:13+00:00,1048708788876922880,KKKKKKKKKKKKKK AQUI NAO DIEGO BIXA https://t.co/S91ykExraH,Espiaoverde,pt,bixa,"Informações em Primeira Mão da Sociedade Esportiva Palmeiras,Sempre com boas noticias de nosso Verdão Blog blogdoespiao.blogspot.com.br","Informações em Primeira Mão da Sociedade Esportiva Palmeiras,Sempre com boas noticias de nosso Verdão Blog https://t.co/QYbvmBQIu1",501,98506,,https://twitter.com/taniaclorofila/status/1048708662339018754,1,KKKKKKKKKKKKKK AQUI NAO DIEGO BIXA
2716,2716,2716,2018-10-06 22:53:01+00:00,1048707731450937344,a torcida dos bixa vaiando o time hahahajajahahahauaahahaha modinhas de merda,GustaChagas,pt,bixa,@Corinthians,@Corinthians,678,221690,,,0,a torcida dos bixa vaiando o time hahahajajahahahauaahahaha modinhas de merda
2717,2717,2717,2018-10-06 22:47:29+00:00,1048706339176951810,"meus pais acham que o discurso de ódio do Bolsonaro, é tudo joguinho dele pra ganhar voto. E eles vão votar nele
NÃO N Ã O N Ã OOOOOOOOOOOOOO",bixa_xa,pt,bixa,gênero = gostosa com a autoestima baixa,gênero = gostosa com a autoestima baixa,53,4105,,,0,"meus pais acham que o discurso de ódio do Bolsonaro, é tudo joguinho dele pra ganhar voto. E eles vão votar nele NÃO N Ã O N Ã OOOOOOOOOOOOOO"
2718,2718,2718,2018-10-06 22:46:43+00:00,1048706145655959552,@Licia_Oliveira0 Bixa burra kkkkkkk pqp kkkkkkk mas pode deixar que eu ensino KKK tenho que deixar alunos bem preparados kkkkk,raffaelygueedes,pt,bixa,,,162,2484,,,1,Bixa burra kkkkkkk pqp kkkkkkk mas pode deixar que eu ensino KKK tenho que deixar alunos bem preparados kkkkk
2719,2719,2719,2018-10-06 22:41:46+00:00,1048704900404838400,@_babileticia To começando a pegar um afeto muito grande por você bixa,didyjesus,pt,bixa,(ela/dela),(ela/dela),1469,38195,,,1,To começando a pegar um afeto muito grande por você bixa
2720,2720,2720,2018-10-06 22:40:04+00:00,1048704472569065472,@gabonsio Vamo pra são sepe bixa,quepagada,pt,bixa,peggy sue. 🔫,peggy sue. 🔫,212,5498,,,1,Vamo pra são sepe bixa
2721,2721,2721,2018-10-06 22:36:17+00:00,1048703517937078272,BUZINA AQUI NA MINHA CAMA @pabllovittar Q CD É ESSE BIXA?! https://t.co/1zStvAMlob,matheusnotwit,pt,bixa,nossa senhora é muita luta diária,nossa senhora é muita luta diária,415,35213,,,0,BUZINA AQUI NA MINHA CAMA Q CD É ESSE BIXA?!
2722,2722,2722,2018-10-06 22:33:33+00:00,1048702832814292997,"@UCarolayne1 , KKKKKKKKKKK FALA TU BIXA DOIDA?",VulgoJapinha,pt,bixa,•VIVA MOTIVADO PELA FÉ NA PALAVRA DE DEUS e NÃO MOVIDO PELOS SENTIMENTOS que AS CIRCUNSTÂNCIAS lhe TRAZEM.•⏳💥🙇‍♀️ // de🔞,•VIVA MOTIVADO PELA FÉ NA PALAVRA DE DEUS e NÃO MOVIDO PELOS SENTIMENTOS que AS CIRCUNSTÂNCIAS lhe TRAZEM.•⏳💥🙇‍♀️ // de🔞,507,5833,,,1,", KKKKKKKKKKK FALA TU BIXA DOIDA?"
2723,2723,2723,2018-10-06 22:31:14+00:00,1048702247625003008,A BIXA É LINDA MESMO. https://t.co/Eb8F4XkP6h,SouzaMeneghetti,pt,bixa,SOU LOUCA POR EMILLY❤️🦉💪👊👢,SOU LOUCA POR EMILLY❤️🦉💪👊👢,981,8867,,https://twitter.com/Lisa2017Lis/status/1048645150497562624,1,A BIXA É LINDA MESMO.
