,Unnamed: 0,id,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted,toxidade,Texto-Limpo,HateSpeech,rotulagem-manual,rotulagem
917,1893,1893,2018-10-06 02:41:25+00:00,1048402822520340480,@Conhaquee Sei né bicha plmd https://t.co/vFhItUwPY2,EtaLuan,pt,bicha,,,190,5586,,,1,Sei né bicha plmd,yes,,r
918,1896,1896,2018-10-06 02:37:45+00:00,1048401897676333056,@Milaa1998 flamengo ganhou e a bicha continua bebendo,AndreBlack2001,pt,bicha,,,480,3473,,,1,flamengo ganhou e a bicha continua bebendo,yes,,r
919,1897,1897,2018-10-06 02:36:04+00:00,1048401473212764160,essa bicha ta parada me olhando tem 20min https://t.co/5mgCBV6Aop,tefztae,pt,bicha,rather be dead than cool ~ enfp-t 🌈,rather be dead than cool ~ enfp-t 🌈,1170,40207,,,0,essa bicha ta parada me olhando tem 20min,yes,,r
920,1898,1898,2018-10-06 02:34:22+00:00,1048401046471630849,isabelle adjani joga merda em bicha,vesuviux,pt,bicha,,,279,41974,,,1,isabelle adjani joga merda em bicha,yes,,r
921,1899,1899,2018-10-06 02:33:24+00:00,1048400804212867072,"fiz

VEM 2020 — vai dormir bicha https://t.co/MH2hH4bkTG",oirebek,pt,bicha,a vida é uma festa e eu só vim pra comer,a vida é uma festa e eu só vim pra comer,726,48390,,,1,fiz VEM 2020 — vai dormir bicha,yes,,r
922,1900,1900,2018-10-06 02:33:23+00:00,1048400797690728449,@matheuz KD A BICHA,wagnerlocks,pt,bicha,meigo e abusado,meigo e abusado,435,11234,,,1,KD A BICHA,yes,,r
923,1902,1902,2018-10-06 02:30:52+00:00,1048400164896104448,"@DoctorRay_ Véi isso é mt foda. Da vontade de dar três tapas na cara da pessoa a gritar “BICHA ACORDA, NÃO SE DEITA NÃO”",euneivaa,pt,bicha,,,340,14053,,,1,"Véi isso é mt foda. Da vontade de dar três tapas na cara da pessoa a gritar “BICHA ACORDA, NÃO SE DEITA NÃO”",yes,,r
924,1904,1904,2018-10-06 02:29:59+00:00,1048399942455386117,"a bicha n quer mais dormir cmg já tem 3 semanas eu dormindo sozinha, antes n desgrudava, cresce fica assim desprezando a mãe.",CarolinnnF,pt,bicha,,,181,21110,,,1,"a bicha n quer mais dormir cmg já tem 3 semanas eu dormindo sozinha, antes n desgrudava, cresce fica assim desprezando a mãe.",yes,,r
925,1908,1908,2018-10-06 02:24:14+00:00,1048398495563038722,"@Cassio89941198 Para de ser falsa, sua bicha falsa kkkkkkkkkkkkkkkk",acelinishregal,pt,bicha,"Dion • Streep • Babett Knudsen • Parrilla • Furler • Carosella • Fabian • Foy • Padrão • D'Ávila 🌹

Fan Account","Dion • Streep • Babett Knudsen • Parrilla • Furler • Carosella • Fabian • Foy • Padrão • D'Ávila 🌹

Fan Account",8822,22914,,,1,"Para de ser falsa, sua bicha falsa kkkkkkkkkkkkkkkk",yes,,r
926,1915,1915,2018-10-06 02:18:01+00:00,1048396932329222144,@nessa015 @DLouise_ Essa ai minha filha... Ô bicha que briga HAHAHAHAHA,k4r1n4o,pt,bicha,"sorrisinho no rosto e fogo no rabo - ticurupaco, kioiô eu sou Muzenza, larauê","sorrisinho no rosto e fogo no rabo - ticurupaco, kioiô eu sou Muzenza, larauê",186,282195,,,1,Essa ai minha filha... Ô bicha que briga HAHAHAHAHA,yes,,r
927,1921,1921,2018-10-06 02:15:04+00:00,1048396188788162560,Oq q esses fãs de nadja tem na cabeça ein?? Eh bosta eh? Q puta q pariu viuuu... essa bicha eh uma escrota q fics se vitimizando! Fico chocada c esse povo acreditando nela e defendendo #AFazenda10,ddelrio_,pt,bicha,🍒🌈🦄,🍒🌈🦄,325,19716,,,1,Oq q esses fãs de nadja tem na cabeça ein?? Eh bosta eh? Q puta q pariu viuuu... essa bicha eh uma escrota q fics se vitimizando! Fico chocada c esse povo acreditando nela e defendendo #AFazenda10,yes,,r
928,1923,1923,2018-10-06 02:14:43+00:00,1048396099592093696,@BuugCherry ME ATACOU AS BICHA 😔😭😢😭😔😢😔😭😔😢😔😭😔😢😭😢😭😔😔😢😔😢😔😭,Indivvz,pt,bicha,diferente dos iguais,diferente dos iguais,691,4023,,,1,ME ATACOU AS BICHA 😔😭😢😭😔😢😔😭😔😢😔😭😔😢😭😢😭😔😔😢😔😢😔😭,yes,,r
929,1924,1924,2018-10-06 02:13:38+00:00,1048395828807778305,"BICHA JUMENTA DO CARALHO
TAQUEI O DEDO NA LENTE DO ÓCULOS INFERNO",agnygemimas,pt,bicha,linda demais para estar passando por certos aperreios,linda demais para estar passando por certos aperreios,123,19727,,,1,BICHA JUMENTA DO CARALHO TAQUEI O DEDO NA LENTE DO ÓCULOS INFERNO,yes,,r
930,1926,1926,2018-10-06 02:13:03+00:00,1048395682732806144,@jaogucci pode vim bicha,moonlightzzi,pt,bicha,(ela/dela),(ela/dela),2623,23998,,,1,pode vim bicha,yes,,r
931,1927,1927,2018-10-06 02:11:52+00:00,1048395382512910339,"Minha samambaia fica em cima da mesa. Aí coloquei a bicha na pia pra dar água. Quando virei de volta olhei pra mesa e pensei ""A mesa tá estranha, vazia... O que tinha nela?"" 
Eu tinha acabo de dar água pra semana",gabipraoli,pt,bicha,Esta é uma página de ficção. Qualquer semelhança com fatos ou pessoas reais é mera coincidência. 🖖 Kaiidth,Esta é uma página de ficção. Qualquer semelhança com fatos ou pessoas reais é mera coincidência. 🖖 Kaiidth,94,21170,,,1,"Minha samambaia fica em cima da mesa. Aí coloquei a bicha na pia pra dar água. Quando virei de volta olhei pra mesa e pensei ""A mesa tá estranha, vazia... O que tinha nela?"" Eu tinha acabo de dar água pra semana",yes,,r
932,1928,1928,2018-10-06 02:10:59+00:00,1048395163708674048,@diogoalves3001 to pisando fofo né bicha,itsmpaulawn,pt,bicha,‘’nada é tão nosso como nossos sonhos.’’,‘’nada é tão nosso como nossos sonhos.’’,551,18185,,,1,to pisando fofo né bicha,yes,,r
933,1929,1929,2018-10-06 02:09:59+00:00,1048394911190568961,"Essa bicha nunca moveu um dedo pra ajudar no meu relacionamento agora foi a primeira a mover pra destruir. 
Só digo que vai ter volta viu",srocha_gui,pt,bicha,‘-‘,‘-‘,888,43977,,,1,Essa bicha nunca moveu um dedo pra ajudar no meu relacionamento agora foi a primeira a mover pra destruir. Só digo que vai ter volta viu,yes,,r
934,1930,1930,2018-10-06 02:08:10+00:00,1048394452904173568,ox olha essa bicha se rasgando no tt dos outros,gigi_bsants,pt,bicha,,,844,37327,,,1,ox olha essa bicha se rasgando no tt dos outros,yes,,r
935,1931,1931,2018-10-06 02:04:57+00:00,1048393642099056641,Mas que bicha mais falsa essa @santoEvandro #AFazenda10,Tammy182,pt,bicha,"Mulher indígena Tupiniquim, Doutora em Genética e Melhoramento de Plantas, Bióloga, cientista, professora e educadora ambiental.","Mulher indígena Tupiniquim, Doutora em Genética e Melhoramento de Plantas, Bióloga, cientista, professora e educadora ambiental.",390,38340,,,1,Mas que bicha mais falsa essa #AFazenda10,yes,,r
936,1932,1932,2018-10-06 02:04:53+00:00,1048393627188305925,Débora tem problema vey só pode kkkkk bicha retardada,ba_Carool,pt,bicha,18y @flamengo 16/07/21🥰💏,18y @flamengo 16/07/21🥰💏,427,47041,,,1,Débora tem problema vey só pode kkkkk bicha retardada,yes,,r
937,1933,1933,2018-10-06 02:03:35+00:00,1048393299051139073,@sofridadonorte oxe bicha KKKKKKKK morta que até eu sei as gírias da bcharts e tu aí,raquelolivp,pt,bicha,“Les temps sont durs pour les rêveurs”••• 🎬 instagram.com/poulainreviews • 📝 Redatora @lesbocine • 🔗 Textos no Medium,“Les temps sont durs pour les rêveurs”••• 🎬 https://t.co/jZZSnDRrxD • 📝 Redatora @lesbocine • 🔗 Textos no Medium,390,382465,,,0,oxe bicha KKKKKKKK morta que até eu sei as gírias da bcharts e tu aí,yes,,r
938,1934,1934,2018-10-06 02:02:46+00:00,1048393096164245509,@onlygiulia Conta bicha !!,flasilvaaa,pt,bicha,,,98,8343,,,1,Conta bicha !!,yes,,r
939,1935,1935,2018-10-06 02:02:13+00:00,1048392957357903880,A bicha lê o jogo todinho porra essa mulher é um hino #AFazenda10 #ProvadeFogo,Joncmarques,pt,bicha,Sou extremamente insuportável favor não incomodar,Sou extremamente insuportável favor não incomodar,659,40523,,,1,A bicha lê o jogo todinho porra essa mulher é um hino #AFazenda10 #ProvadeFogo,yes,,r
940,1941,1941,2018-10-06 01:57:41+00:00,1048391814762389510,Ana Paula deu uma amarelada pra Fernanda rsrsrsrsrs Tb olha o tamanho da bicha. #AFazenda10,Camarote_BBB,pt,bicha,"#𝐃𝐚𝐫𝐭𝐢𝐧❤️❤️❤️❤️❤️❤️Incondicionalmente BBBmaníaca, Amo reality em geral. Bem humorada mas com alguns momentos de gênio ruim. Palavra de ordem... diversão!!","#𝐃𝐚𝐫𝐭𝐢𝐧❤️❤️❤️❤️❤️❤️Incondicionalmente BBBmaníaca, Amo reality em geral. Bem humorada mas com alguns momentos de gênio ruim. Palavra de ordem... diversão!!",7143,251015,,,0,Ana Paula deu uma amarelada pra Fernanda rsrsrsrsrs Tb olha o tamanho da bicha. #AFazenda10,yes,,r
941,1942,1942,2018-10-06 01:57:25+00:00,1048391747188023297,Aí gente a Vita é minha bicha favorita,Jennyfe_reis,pt,bicha,"“Feminist: A person who believes in the social, political and economic equality of the sexes.”🏳️‍🌈🇧🇷","“Feminist: A person who believes in the social, political and economic equality of the sexes.”🏳️‍🌈🇧🇷",158,7297,,,1,Aí gente a Vita é minha bicha favorita,yes,,r
942,1943,1943,2018-10-06 01:56:46+00:00,1048391582947450882,"Vai tomar no cu Corinthians, ai tem um bando de corno, agora chegou uma bicha, pra que q eu quero esse gordo, enfia no cu Corinthians 🔴⚫",RobensSmith,pt,bicha,"𝕻𝖊𝖗𝖈𝖆 𝖕𝖗𝖆 𝖚𝖒 𝖌𝖗𝖆𝖓𝖉𝖊 𝖆𝖉𝖛𝖊𝖗𝖘𝖆𝖗𝖎𝖔 , 𝖓𝖆𝖔 𝖕𝖗𝖆 𝖘𝖚𝖆 𝖎𝖓𝖈𝖔𝖒𝖕𝖊𝖙𝖊𝖓𝖈𝖎𝖆","𝕻𝖊𝖗𝖈𝖆 𝖕𝖗𝖆 𝖚𝖒 𝖌𝖗𝖆𝖓𝖉𝖊 𝖆𝖉𝖛𝖊𝖗𝖘𝖆𝖗𝖎𝖔 , 𝖓𝖆𝖔 𝖕𝖗𝖆 𝖘𝖚𝖆 𝖎𝖓𝖈𝖔𝖒𝖕𝖊𝖙𝖊𝖓𝖈𝖎𝖆",1171,28853,,,1,"Vai tomar no cu Corinthians, ai tem um bando de corno, agora chegou uma bicha, pra que q eu quero esse gordo, enfia no cu Corinthians 🔴⚫",yes,,r
943,1945,1945,2018-10-06 01:56:11+00:00,1048391438927634432,"@libriana_17 Não bicha msm kkkk, to falando o papel invertido kk",rafagueel1,pt,bicha,♒ • inst @rafaelboladoa @Botafogo Irrt,♒ • inst @rafaelboladoa @Botafogo Irrt,770,13978,,,0,"Não bicha msm kkkk, to falando o papel invertido kk",yes,,r
944,1946,1946,2018-10-06 01:55:09+00:00,1048391178427817984,Gosto tanto da Nath mas a bicha é ignorante demais quando se trata de politica pqp,kindofgoddess,pt,bicha,"nas boas eu te sigo, nas más eu te amo! @corinthians","nas boas eu te sigo, nas más eu te amo! @corinthians",6503,13995,,,1,Gosto tanto da Nath mas a bicha é ignorante demais quando se trata de politica pqp,yes,,r
945,1950,1950,2018-10-06 01:52:48+00:00,1048390586150150151,"Bicha escrota do crl, arrasou Ana Paula 👏🏾👏🏾👏🏾👏🏾",higordinda,pt,bicha,💡Positividade e Fé❣️✨,💡Positividade e Fé❣️✨,2274,54903,,,1,"Bicha escrota do crl, arrasou Ana Paula 👏🏾👏🏾👏🏾👏🏾",yes,,r
946,1952,1952,2018-10-06 01:51:39+00:00,1048390298546724864,"AI TEM UM BANDO DE CORNO
AGORA CHEGOU UMA BICHA
PRA Q EU QUERO ESSE GORDO
ENFIA NO CU CORINTHIANS",fxnseca_crf,pt,bicha,𝒇𝒍𝒂𝒎𝒆𝒏𝒈𝒐 𝒚 𝒓𝒂𝒑𝒕𝒐𝒓𝒔 𝒚 𝒔𝒂𝒍𝒈𝒖𝒆𝒊𝒓𝒐. |🦉,𝒇𝒍𝒂𝒎𝒆𝒏𝒈𝒐 𝒚 𝒓𝒂𝒑𝒕𝒐𝒓𝒔 𝒚 𝒔𝒂𝒍𝒈𝒖𝒆𝒊𝒓𝒐. |🦉,990,30899,,,1,AI TEM UM BANDO DE CORNO AGORA CHEGOU UMA BICHA PRA Q EU QUERO ESSE GORDO ENFIA NO CU CORINTHIANS,yes,,r
947,1953,1953,2018-10-06 01:51:32+00:00,1048390267538161664,@hudnson Bicha metida aq so você,BarcellosPaiva,pt,bicha,,,485,124861,,,1,Bicha metida aq so você,yes,,r
948,1954,1954,2018-10-06 01:50:49+00:00,1048390085207576577,Ana Paula falando que Nadja se acha MAS OI? Bicha gosto da senhora mas nisso vcs são iguais mulher #AFazenda10,blackiany,pt,bicha,,,983,18331,,,0,Ana Paula falando que Nadja se acha MAS OI? Bicha gosto da senhora mas nisso vcs são iguais mulher #AFazenda10,yes,,r
949,1955,1955,2018-10-06 01:50:05+00:00,1048389902042386432,bicha burra retardada que não sabe argumentar,badgaIbi,pt,bicha,"i'm not great at the advice, can i interest you in a sarcastic comment?","i'm not great at the advice, can i interest you in a sarcastic comment?",165,30506,,,1,bicha burra retardada que não sabe argumentar,yes,,r
950,1956,1956,2018-10-06 01:49:32+00:00,1048389762405552128,"A bicha é bonita e sabe disso, af",beywonderbat,pt,bicha,I'm Batman,I'm Batman,796,37717,,,1,"A bicha é bonita e sabe disso, af",yes,,r
951,1957,1957,2018-10-06 01:48:55+00:00,1048389607958695936,"@TiqueBolada Kkkkkk Poc = bicha pão com ovo :v 

Só as gay usavam essa giria, aí os heteros começaram a usar e ficou saturada",bokadesifuder,pt,bicha,"🌈 Sei lá, eu não tenho nada pra dizer.","🌈 Sei lá, eu não tenho nada pra dizer.",134,8675,,,1,"Kkkkkk Poc = bicha pão com ovo :v Só as gay usavam essa giria, aí os heteros começaram a usar e ficou saturada",yes,,r
952,1958,1958,2018-10-06 01:48:11+00:00,1048389423036092416,Ali tem um bando de corno agora chegou uma bicha,carinereporter,pt,bicha,"A menina que saiu dos  microfones  para atuar na área da beleza 💄👄
Um novo mundo. OLÁ MENINAS 👋👩💜- Carine Makeup
Publicidade via DM 
@jadielson_sch 💍💏","A menina que saiu dos  microfones  para atuar na área da beleza 💄👄
Um novo mundo. OLÁ MENINAS 👋👩💜- Carine Makeup
Publicidade via DM 
@jadielson_sch 💍💏",1159,11977,,,1,Ali tem um bando de corno agora chegou uma bicha,yes,,r
953,1964,1964,2018-10-06 01:41:41+00:00,1048387789715333120,incrível como aquela bicha maquiadora só fez merda nesses últimos dias,adrianngarc,pt,bicha,eu não sou doido só estou sem meus remédios,eu não sou doido só estou sem meus remédios,876,28366,,,1,incrível como aquela bicha maquiadora só fez merda nesses últimos dias,yes,,r
954,1966,1966,2018-10-06 01:40:54+00:00,1048387591794393089,Bicha mais linda 💛🆘 #AFazenda10 https://t.co/KeEcowux3k,isis_macedo10,pt,bicha,Ela é doida pelo @Flamengo e por reality,Ela é doida pelo @Flamengo e por reality,1883,200074,,https://twitter.com/BBBezin/status/1048387096862502912,0,Bicha mais linda 💛🆘 #AFazenda10,yes,,r
955,1969,1969,2018-10-06 01:39:38+00:00,1048387274487025669,@duaxrda Essa bicha só come ovo e deve ser podre,krlamand,pt,bicha,nd p dizer n,nd p dizer n,245,11098,,,1,Essa bicha só come ovo e deve ser podre,yes,,r
956,1970,1970,2018-10-06 01:37:58+00:00,1048386851659272192,oi namorada — Inhai bicha https://t.co/TUovv3zaJF,_larinea_,pt,bicha,"Tentando sobreviver ao Brasil
instagram.com/larapignaton","Tentando sobreviver ao Brasil
https://t.co/Ltw9CRQdtB",883,69323,,,0,oi namorada — Inhai bicha,yes,,r
957,1971,1971,2018-10-06 01:35:10+00:00,1048386148291305472,@13Mabi meu deus do ceu da vontade de socar a bicha,vvvique,pt,bicha,✨ Designer Gráfica  🕹 Streamer em twitch.tv/viqueviq,✨ Designer Gráfica  🕹 Streamer em https://t.co/pXn7P684lU,749,38767,,,1,meu deus do ceu da vontade de socar a bicha,yes,,r
958,1973,1973,2018-10-06 01:33:22+00:00,1048385695797182464,@owslaevy bicha gata da porra pqp,mannukkkkkkkk,pt,bicha,👍🏼😃,👍🏼😃,629,59419,,,1,bicha gata da porra pqp,yes,,r
959,1974,1974,2018-10-06 01:33:18+00:00,1048385680315994112,@VRetorno @Elmer15236705 VBAI VER O CARA É BICHA KKKK,aquiles_aleixo,pt,bicha,🇧🇷,🇧🇷,4708,6161,,,1,VBAI VER O CARA É BICHA KKKK,yes,,r
960,1976,1976,2018-10-06 01:32:18+00:00,1048385426493493251,@barros_gustavo1 @joao01cunha duas bicha loira,bonan_miguel,pt,bicha,@Botafogo,@Botafogo,275,6107,,,1,duas bicha loira,yes,,r
961,1977,1977,2018-10-06 01:30:45+00:00,1048385034795794432,@carolinabf bicha vai toma no cuiuuu,napgaiola,pt,bicha,@anaraw ♥︎,@anaraw ♥︎,79,71618,,,1,bicha vai toma no cuiuuu,yes,,r
962,1979,1979,2018-10-06 01:27:19+00:00,1048384170903388161,N sei como que a Rosa ainda n perdeu esse bebê. A bicha chora e se estressa todo dia,izaffc,pt,bicha,Amante da liberdade!,Amante da liberdade!,1137,120832,,,0,N sei como que a Rosa ainda n perdeu esse bebê. A bicha chora e se estressa todo dia,yes,,r
963,1980,1980,2018-10-06 01:26:03+00:00,1048383853814013952,A bicha deu pra me ameaçar agora,RBMNoComando,pt,bicha,Enfermagem 👨🏻‍⚕️                                                                 Insta: rocha_stefany_,Enfermagem 👨🏻‍⚕️                                                                 Insta: rocha_stefany_,122,9979,,,1,A bicha deu pra me ameaçar agora,yes,,r
964,1981,1981,2018-10-06 01:24:32+00:00,1048383473805877248,bicha crie vergonha na sua cara,lauranobrga,pt,bicha,ep 329 naruto shippuden,ep 329 naruto shippuden,240,13619,,,1,bicha crie vergonha na sua cara,yes,,r
965,1983,1983,2018-10-06 01:20:54+00:00,1048382556956229633,Essa Nadja já tá errando na mão bicha burra da porra,serymahtkelas,pt,bicha,,,711,215359,,,1,Essa Nadja já tá errando na mão bicha burra da porra,yes,,r
966,1984,1984,2018-10-06 01:20:44+00:00,1048382514958618630,@Dianakkkkkk A bicha é ruim kkkk,Damamae5___,pt,bicha,"Ainda que eu ande no vale da sombra da morte não temerei mal algum, pois tu estás comigo!!! ✍🏻🙏🏻","Ainda que eu ande no vale da sombra da morte não temerei mal algum, pois tu estás comigo!!! ✍🏻🙏🏻",1141,22730,,,1,A bicha é ruim kkkk,yes,,r
967,1986,1986,2018-10-06 01:18:30+00:00,1048381953823727617,"@CaldeiraoReal inhai bicha
vai sextar hj?",thenxwclassic,pt,bicha,as minhas várias personalidades juntas nesta conta.,as minhas várias personalidades juntas nesta conta.,14252,18207,,,0,inhai bicha vai sextar hj?,yes,,r
968,1987,1987,2018-10-06 01:18:27+00:00,1048381940569722881,@anittaminajj bicha quanto ódio kkkk,abrabaa69,pt,bicha,esse site contém conteúdos de surto cuidado ao abrir,esse site contém conteúdos de surto cuidado ao abrir,347,15358,,,1,bicha quanto ódio kkkk,yes,,r
969,1989,1989,2018-10-06 01:18:07+00:00,1048381858478792704,saudades de quando eu era amiga da pabllo aqui no twitter...a bicha me segue até no tumblr,godlyline,pt,bicha,"mystical world cannot be revealed, the ethereal is reached in the sensitivity of death and resurection.","mystical world cannot be revealed, the ethereal is reached in the sensitivity of death and resurection.",413,49170,,,1,saudades de quando eu era amiga da pabllo aqui no twitter...a bicha me segue até no tumblr,yes,,r
970,1991,1991,2018-10-06 01:14:09+00:00,1048380860687417344,orra mas a bicha é bonita,manuafernandess,pt,bicha,sim vadia é isso mesmo que você leu eu não sou criativa.,sim vadia é isso mesmo que você leu eu não sou criativa.,378,9564,,,1,orra mas a bicha é bonita,yes,,r
971,1992,1992,2018-10-06 01:10:25+00:00,1048379918000775168,"Perla não vale nada, dissimulada, pensa numa bicha má
..kkkkkkk",euBettta,pt,bicha,"Enquanto Deus for o meu chão, não há o que me derrube!
  - Mangueirense - Amo os animais!- comento realitys!     
100% Moro e Deltan!  LAVAJATISTA","Enquanto Deus for o meu chão, não há o que me derrube!
  - Mangueirense - Amo os animais!- comento realitys!     
100% Moro e Deltan!  LAVAJATISTA",2393,120847,,,1,"Perla não vale nada, dissimulada, pensa numa bicha má ..kkkkkkk",yes,,r
972,1993,1993,2018-10-06 01:09:13+00:00,1048379616811999232,"@MariaEdithC1nza E nem precisa, né? A bicha é linda ao natural",sarxhwalker,pt,bicha,will somebody give a woman a moment?,will somebody give a woman a moment?,763,57728,,,1,"E nem precisa, né? A bicha é linda ao natural",yes,,r
973,1994,1994,2018-10-06 01:08:07+00:00,1048379341028175874,minha bicha é muito linda https://t.co/70LL2h34Cw,sweetftaylor,pt,bicha,"͏𝑰𝒕 𝒘𝒂𝒔 𝒓𝒂𝒓𝒆, 𝒚𝒐𝒖 𝒓𝒆𝒎𝒆𝒎𝒃𝒆𝒓 𝒊𝒕 𝒂𝒍𝒍 𝒕𝒐𝒐 𝒘𝒆𝒍𝒍 • 
𝒅𝒊𝒔𝒄. 𝒅𝒐 𝒇𝒂𝒏𝒕𝒂𝒔𝒎𝒂 𝒅𝒂 𝒆. 𝒅𝒊𝒄𝒌𝒊𝒏𝒔𝒐𝒏 

• 𝑓𝑎𝑛 𝑎𝑐𝑐","͏𝑰𝒕 𝒘𝒂𝒔 𝒓𝒂𝒓𝒆, 𝒚𝒐𝒖 𝒓𝒆𝒎𝒆𝒎𝒃𝒆𝒓 𝒊𝒕 𝒂𝒍𝒍 𝒕𝒐𝒐 𝒘𝒆𝒍𝒍 • 
𝒅𝒊𝒔𝒄. 𝒅𝒐 𝒇𝒂𝒏𝒕𝒂𝒔𝒎𝒂 𝒅𝒂 𝒆. 𝒅𝒊𝒄𝒌𝒊𝒏𝒔𝒐𝒏 

• 𝑓𝑎𝑛 𝑎𝑐𝑐",6419,77874,,,1,minha bicha é muito linda,yes,,r
974,1996,1996,2018-10-06 01:06:13+00:00,1048378862470684672,@alvesdrickaa Todo dia né bicha,nycolasthayna43,pt,bicha,"Enquanto eu existir , você nunca estará só  ! Nycolas ❤️","Enquanto eu existir , você nunca estará só  ! Nycolas ❤️",394,3650,,,1,Todo dia né bicha,yes,,r
975,1997,1997,2018-10-06 01:05:08+00:00,1048378589442428930,a bicha tem super poderes https://t.co/HUmLkDutTK,janainepaiva,pt,bicha,"📷: janainepaiva _ promo das ++: ODD, GOPTUN E MAMBA NEGRA.","📷: janainepaiva _ promo das ++: ODD, GOPTUN E MAMBA NEGRA.",2062,85084,,,1,a bicha tem super poderes,yes,,r
976,1998,1998,2018-10-06 01:03:01+00:00,1048378059353673729,"a minha irmã tem uma pontaria certinha eu fico indignada, se a barata voar a bicha acerta",afroditerror,pt,bicha,não me leve a sério,não me leve a sério,934,74896,,,0,"a minha irmã tem uma pontaria certinha eu fico indignada, se a barata voar a bicha acerta",yes,,r
977,1999,1999,2018-10-06 01:01:04+00:00,1048377567315742720,inter perdeu do sport ta tdo consipirando amanha eh só da um chá nos bicha loca do são paulo,xxcgabi,pt,bicha,❤️‍🔥🇧🇷,❤️‍🔥🇧🇷,150,45302,,,1,inter perdeu do sport ta tdo consipirando amanha eh só da um chá nos bicha loca do são paulo,yes,,r
978,2005,2005,2018-10-06 00:56:44+00:00,1048376476213694465,que bicha CHATA essa emily #SegundoSol,ORIGINALIPS,pt,bicha,,,6957,56702,,,1,que bicha CHATA essa emily #SegundoSol,yes,,r
979,2006,2006,2018-10-06 00:56:00+00:00,1048376291727171584,@livia_duria @Aaaaa_sarah Cê viu né? A bicha pisaaaa,BeCamargo_,pt,bicha,,,172,9001,,,1,Cê viu né? A bicha pisaaaa,yes,,r
980,2009,2009,2018-10-06 00:54:03+00:00,1048375801249497089,@dudinhaofc_ Bicha lindaaaa!! 😍😍,drikads_,pt,bicha,"Tec. em Enf.- Driely Santos, Geminiana ♊ Ascendente em Sagitário♐ Amante da boa música e das belas poesias. Ig: @drikads_","Tec. em Enf.- Driely Santos, Geminiana ♊ Ascendente em Sagitário♐ Amante da boa música e das belas poesias. Ig: @drikads_",967,10664,,,0,Bicha lindaaaa!! 😍😍,yes,,r
981,2012,2012,2018-10-06 00:50:11+00:00,1048374826526760961,Eu e o love devoramos o bolo que a bicha me deu kkkkk 😍,bianunes_crf,pt,bicha,"Seja como uma félix, renasça das cinzas.. ✨🤍 / @flamengo❤️ / Bella Flor🌺 / Isabella🩰 / Roberta&Gabriel 🫰🏻💞 / A. Bruno❤️‍🔥","Seja como uma félix, renasça das cinzas.. ✨🤍 / @flamengo❤️ / Bella Flor🌺 / Isabella🩰 / Roberta&Gabriel 🫰🏻💞 / A. Bruno❤️‍🔥",260,50780,,,0,Eu e o love devoramos o bolo que a bicha me deu kkkkk 😍,yes,,r
982,2014,2014,2018-10-06 00:49:29+00:00,1048374651641126912,"@shiheully Tadinho mds D: mas é aquela coisa ne, uma bicha apertada é uma bicha sem história",honeycombwang,pt,bicha,Quando foi isso? Nunca nem vi!,Quando foi isso? Nunca nem vi!,537,24703,,,1,"Tadinho mds D: mas é aquela coisa ne, uma bicha apertada é uma bicha sem história",yes,,r
983,2015,2015,2018-10-06 00:48:49+00:00,1048374483562770432,@LucasFMarques3 KKKKKKK a bicha q tava toda agressiva aqui,Anabbeatriss,pt,bicha,the butterfly effect 🦋,the butterfly effect 🦋,252,12032,,,0,KKKKKKK a bicha q tava toda agressiva aqui,yes,,r
984,2017,2017,2018-10-06 00:47:36+00:00,1048374177798021121,@heyjuhsantos A bicha véia,LaviniaH08,pt,bicha,MENGÃO ❤️🖤❤️🖤,MENGÃO ❤️🖤❤️🖤,558,76835,,,1,A bicha véia,yes,,r
985,2019,2019,2018-10-06 00:46:33+00:00,1048373913976274944,@diefmendes dief vc é bicha?,guitarrasfoda,pt,bicha,just a silly little guy,just a silly little guy,1671,120318,,,0,dief vc é bicha?,yes,,r
986,2022,2022,2018-10-06 00:44:45+00:00,1048373460601397248,"Bicha burra nasce hetero

Dá vontade de avisar ela isso",airlex__,pt,bicha,Milhões de vasos sem nenhuma flor,Milhões de vasos sem nenhuma flor,191,4498,,,1,Bicha burra nasce hetero Dá vontade de avisar ela isso,yes,,r
987,2026,2026,2018-10-06 00:42:05+00:00,1048372787516194816,"@pabllovittar bicha, já ouvi. vou ouvir de novo",thegabex,pt,bicha,"LSD = Linda, Safada e Dengosa e estudante de moda
 // 📱📷 @thegabex","LSD = Linda, Safada e Dengosa e estudante de moda
 // 📱📷 @thegabex",560,58470,,,1,"bicha, já ouvi. vou ouvir de novo",yes,,r
988,2028,2028,2018-10-06 00:41:31+00:00,1048372647321583617,@srtombei Ela arregou p ana bicha kkkk,alantipatico,pt,bicha,se fosse pra te agradar eu não seria aquariano.,se fosse pra te agradar eu não seria aquariano.,423,124729,,,1,Ela arregou p ana bicha kkkk,yes,,r
989,2030,2030,2018-10-06 00:40:22+00:00,1048372355620392961,bicha chata dos infernos ui parece que é doida,mitskiye,pt,bicha,"i felt very still and empty, the way the eye of a tornado must feel, moving dully along in the middle of the surrounding hullabaloo. (ela, dela)","i felt very still and empty, the way the eye of a tornado must feel, moving dully along in the middle of the surrounding hullabaloo. (ela, dela)",887,41670,,,1,bicha chata dos infernos ui parece que é doida,yes,,r
